qa_id,source,path,category,question,A,B,C,D,answer,subject_id
training_2684,HAU,HAU/user22/6-2-1,sequence,What is the correct temporal order of the following actions in this video?,Walking,Sitting down,Jumping jacks,Eating,ABDC,user22
training_2685,HAU,HAU/user22/6-2-2,sequence,What is the correct temporal order of the following actions in this video?,Drinking,Squats,Jumping jacks,Massaging oneself,BACD,user22
training_2686,HAU,HAU/user22/6-2-3,sequence,What is the correct temporal order of the following actions in this video?,Wiping hands,Eating,Jumping jacks,Sitting down,DBCA,user22
training_2687,HAU,HAU/user22/7-2-1,sequence,What is the correct temporal order of the following actions in this video?,Undressing,Getting dressed,Running,Standing up,DABC,user22
training_2688,HAU,HAU/user22/7-2-2,sequence,What is the correct temporal order of the following actions in this video?,Getting dressed,Standing up,Undressing,Running,BCAD,user22
training_2689,HAU,HAU/user22/7-2-3,sequence,What is the correct temporal order of the following actions in this video?,Undressing,Getting dressed,Running,Standing up,DABC,user22
training_2690,HAU,HAU/user23/3-2-1,sequence,What is the correct temporal order of the following actions in this video?,Taking a selfie,Sweeping,Running,Sitting down,BCDA,user23
training_2691,HAU,HAU/user23/3-2-2,sequence,What is the correct temporal order of the following actions in this video?,Walking,Sitting down,Sweeping,Taking a selfie,ACBD,user23
training_2692,HAU,HAU/user23/3-2-3,sequence,What is the correct temporal order of the following actions in this video?,Running,Walking,Sweeping,Taking a selfie,BCAD,user23
training_2693,HAU,HAU/user23/5-3-3,sequence,What is the correct temporal order of the following actions in this video?,Walking,Drinking,Lunges,Playing games,ADCB,user23
training_2694,HAU,HAU/user23/7-1-1,sequence,What is the correct temporal order of the following actions in this video?,Taking medicine,Writing,Massaging oneself,Standing up,CDAB,user23
training_2695,HAU,HAU/user23/7-1-2,sequence,What is the correct temporal order of the following actions in this video?,Writing,Standing up,Massaging oneself,Taking medicine,CBDA,user23
training_2696,HAU,HAU/user23/7-1-3,sequence,What is the correct temporal order of the following actions in this video?,Taking medicine,Writing,Standing up,Massaging oneself,DCAB,user23
training_2697,HAU,HAU/user23/7-3-1,sequence,What is the correct temporal order of the following actions in this video?,Stretching,Walking,Sitting down,Standing up,BCDA,user23
training_2698,HAU,HAU/user23/7-3-2,sequence,What is the correct temporal order of the following actions in this video?,Using a phone,Walking,Stretching,Sitting down,BDAC,user23
training_2699,HAU,HAU/user23/7-3-3,sequence,What is the correct temporal order of the following actions in this video?,Walking,Stretching,Sitting down,Standing up,ACDB,user23
training_2724,HAU,HAU/user1/1-1-1,emotion,What emotion does the person in the video express?,Diligently,Hastily,Calmly,Leisurely,D,user1
training_2725,HAU,HAU/user1/1-1-2,emotion,What emotion does the person in the video express?,Hastily,Leisurely,Restlessly,Calmly,D,user1
training_2726,HAU,HAU/user1/1-1-3,emotion,What emotion does the person in the video express?,Leisurely,Calmly,Softly,Hastily,D,user1
training_2727,HAU,HAU/user1/1-2-1,emotion,What emotion does the person in the video express?,Slowly,Quietly,Precisely,Quickly,A,user1
training_2728,HAU,HAU/user1/1-2-2,emotion,What emotion does the person in the video express?,Precisely,Slowly,Quickly,Tensely,A,user1
training_2729,HAU,HAU/user1/1-2-3,emotion,What emotion does the person in the video express?,Urgently,Leisurely,Calmly,Hastily,D,user1
training_2730,HAU,HAU/user1/2-1-1,emotion,What emotion does the person in the video express?,Gently,Neatly,Calmly,Hastily,A,user1
training_2731,HAU,HAU/user1/2-1-2,emotion,What emotion does the person in the video express?,Gently,Hastily,Attentively,Neatly,D,user1
training_2732,HAU,HAU/user1/2-1-3,emotion,What emotion does the person in the video express?,Neatly,Steadily,Hastily,Gently,C,user1
training_2733,HAU,HAU/user1/2-2-1,emotion,What emotion does the person in the video express?,Frantically,Slowly,Steadily,Quickly,B,user1
training_2734,HAU,HAU/user1/2-2-2,emotion,What emotion does the person in the video express?,Quickly,Slowly,Steadily,Lightly,C,user1
training_2735,HAU,HAU/user1/2-2-3,emotion,What emotion does the person in the video express?,Firmly,Quickly,Steadily,Slowly,B,user1
training_2736,HAU,HAU/user1/3-1-1,emotion,What emotion does the person in the video express?,Comfortably,Steadily,Leisurely,Hurriedly,C,user1
training_2737,HAU,HAU/user1/3-1-2,emotion,What emotion does the person in the video express?,Steadily,Leisurely,Frantically,Hurriedly,A,user1
training_2738,HAU,HAU/user1/3-1-3,emotion,What emotion does the person in the video express?,Steadily,Hurriedly,Methodically,Leisurely,B,user1
training_2739,HAU,HAU/user1/3-2-1,emotion,What emotion does the person in the video express?,Hurriedly,Briskly,Casually,Meticulously,C,user1
training_2740,HAU,HAU/user1/3-2-2,emotion,What emotion does the person in the video express?,Meticulously,Lazily,Casually,Hurriedly,A,user1
training_2741,HAU,HAU/user1/3-2-3,emotion,What emotion does the person in the video express?,Meticulously,Casually,Hurriedly,Relaxedly,C,user1
training_2742,HAU,HAU/user1/4-1-1,emotion,What emotion does the person in the video express?,Quickly,Seriously,Casually,Briskly,C,user1
training_2743,HAU,HAU/user1/4-1-2,emotion,What emotion does the person in the video express?,Casually,Gracefully,Seriously,Quickly,C,user1
training_2744,HAU,HAU/user1/4-1-3,emotion,What emotion does the person in the video express?,Casually,Quickly,Seriously,Impatiently,B,user1
training_2745,HAU,HAU/user1/5-1-1,emotion,What emotion does the person in the video express?,Steadily,Seriously,Gently,Anxiously,C,user1
training_2746,HAU,HAU/user1/5-1-2,emotion,What emotion does the person in the video express?,Steadily,Anxiously,Gently,Eagerly,A,user1
training_2747,HAU,HAU/user1/5-1-3,emotion,What emotion does the person in the video express?,Anxiously,Swiftly,Gently,Steadily,A,user1
training_2748,HAU,HAU/user1/6-1-1,emotion,What emotion does the person in the video express?,Deliberately,Slowly,Evenly,Quickly,B,user1
training_2749,HAU,HAU/user1/6-1-2,emotion,What emotion does the person in the video express?,Quickly,Slowly,Evenly,Absentmindedly,C,user1
training_2750,HAU,HAU/user1/6-1-3,emotion,What emotion does the person in the video express?,Quickly,Slowly,Evenly,Hastily,A,user1
training_2751,HAU,HAU/user1/6-2-1,emotion,What emotion does the person in the video express?,Calmly,Leisurely,Hurriedly,Orderly,B,user1
training_2752,HAU,HAU/user1/6-2-2,emotion,What emotion does the person in the video express?,Orderly,Hurriedly,Leisurely,Restlessly,A,user1
training_2753,HAU,HAU/user1/6-2-3,emotion,What emotion does the person in the video express?,Orderly,Precisely,Hurriedly,Leisurely,C,user1
training_2754,HAU,HAU/user1/7-1-1,emotion,What emotion does the person in the video express?,Calmly,Naturally,Slowly,Anxiously,C,user1
training_2755,HAU,HAU/user1/7-1-2,emotion,What emotion does the person in the video express?,Slowly,Hastily,Anxiously,Calmly,D,user1
training_2756,HAU,HAU/user1/7-1-3,emotion,What emotion does the person in the video express?,Smoothly,Calmly,Slowly,Anxiously,D,user1
training_2757,HAU,HAU/user2/1-1-1,emotion,What emotion does the person in the video express?,Frantically,Gently,Swiftly,Orderly,B,user2
training_2758,HAU,HAU/user2/1-1-2,emotion,What emotion does the person in the video express?,Frantically,Orderly,Calmly,Gently,B,user2
training_2759,HAU,HAU/user2/1-1-3,emotion,What emotion does the person in the video express?,Thoroughly,Frantically,Gently,Orderly,B,user2
training_2760,HAU,HAU/user2/1-2-1,emotion,What emotion does the person in the video express?,Joyfully,Steadily,Leisurely,Rapidly,C,user2
training_2761,HAU,HAU/user2/1-2-2,emotion,What emotion does the person in the video express?,Leisurely,Rapidly,Steadily,Intently,C,user2
training_2762,HAU,HAU/user2/1-2-3,emotion,What emotion does the person in the video express?,Steadily,Peacefully,Rapidly,Leisurely,C,user2
training_2763,HAU,HAU/user2/2-1-1,emotion,What emotion does the person in the video express?,Lightly,Quickly,Calmly,Carefully,D,user2
training_2764,HAU,HAU/user2/2-1-2,emotion,What emotion does the person in the video express?,Anxiously,Calmly,Quickly,Carefully,B,user2
training_2765,HAU,HAU/user2/2-1-3,emotion,What emotion does the person in the video express?,Quietly,Carefully,Quickly,Calmly,C,user2
training_2766,HAU,HAU/user2/2-2-1,emotion,What emotion does the person in the video express?,Joyfully,Frantically,Leisurely,Methodically,C,user2
training_2767,HAU,HAU/user2/2-2-2,emotion,What emotion does the person in the video express?,Methodically,Leisurely,Frantically,Gently,A,user2
training_2768,HAU,HAU/user2/2-2-3,emotion,What emotion does the person in the video express?,Frantically,Nervously,Leisurely,Methodically,A,user2
training_2769,HAU,HAU/user2/3-1-1,emotion,What emotion does the person in the video express?,Meticulously,Diligently,Slowly,Eagerly,C,user2
training_2770,HAU,HAU/user2/3-1-2,emotion,What emotion does the person in the video express?,Lazily,Eagerly,Meticulously,Slowly,C,user2
training_2771,HAU,HAU/user2/3-1-3,emotion,What emotion does the person in the video express?,Contently,Eagerly,Meticulously,Slowly,B,user2
training_2772,HAU,HAU/user2/3-2-2,emotion,What emotion does the person in the video express?,Slowly,Nervously,Contently,Seriously,D,user2
training_2773,HAU,HAU/user2/3-2-3,emotion,What emotion does the person in the video express?,Nervously,Slowly,Serioiusly,Casually,A,user2
training_2774,HAU,HAU/user2/4-1-1,emotion,What emotion does the person in the video express?,Leisurely,Impatiently,Evenly,Calmly,A,user2
training_2775,HAU,HAU/user2/4-1-2,emotion,What emotion does the person in the video express?,Calmly,Quickly,Leisurely,Impatiently,A,user2
training_2776,HAU,HAU/user2/4-1-3,emotion,What emotion does the person in the video express?,Seriously,Impatiently,Leisurely,Calmly,B,user2
training_2777,HAU,HAU/user2/4-2-1,emotion,What emotion does the person in the video express?,Gracefully,Hastily,Hurriedly,Neatly,A,user2
training_2778,HAU,HAU/user2/4-2-2,emotion,What emotion does the person in the video express?,Gracefully,Contently,Hurriedly,Neatly,D,user2
training_2779,HAU,HAU/user2/4-2-3,emotion,What emotion does the person in the video express?,Rapidly,Neatly,Gracefully,Hurriedly,D,user2
training_2780,HAU,HAU/user2/4-3-1,emotion,What emotion does the person in the video express?,Casually,Contently,Intently,Restlessly,B,user2
training_2781,HAU,HAU/user2/4-3-2,emotion,What emotion does the person in the video express?,Intently,Contently,Deliberately,Restlessly,A,user2
training_2782,HAU,HAU/user2/4-3-3,emotion,What emotion does the person in the video express?,Eagerly,Restlessly,Intently,Contently,B,user2
training_2783,HAU,HAU/user2/5-1-1,emotion,What emotion does the person in the video express?,Thoroughly,Smoothly,Steadily,Anxiously,B,user2
training_2784,HAU,HAU/user2/5-1-2,emotion,What emotion does the person in the video express?,Anxiously,Steadily,Joyfully,Smoothly,B,user2
training_2785,HAU,HAU/user2/5-1-3,emotion,What emotion does the person in the video express?,Smoothly,Gently,Steadily,Anxiously,D,user2
training_2786,HAU,HAU/user2/5-2-1,emotion,What emotion does the person in the video express?,Carefully,Calmly,Quickly,Hurriedly,A,user2
training_2787,HAU,HAU/user2/5-2-2,emotion,What emotion does the person in the video express?,Quickly,Hurriedly,Carefully,Naturally,A,user2
training_2788,HAU,HAU/user2/5-2-3,emotion,What emotion does the person in the video express?,Carefully,Gracefully,Hurriedly,Quickly,C,user2
training_2789,HAU,HAU/user2/6-1-1,emotion,What emotion does the person in the video express?,Gently,Quickly,Carefully,Evenly,A,user2
training_2790,HAU,HAU/user2/6-1-2,emotion,What emotion does the person in the video express?,Quickly,Gently,Rapidly,Diligently,A,user2
training_2791,HAU,HAU/user2/7-1-1,emotion,What emotion does the person in the video express?,Casually,Hurriedly,Calmly,Slowly,D,user2
training_2792,HAU,HAU/user2/7-1-2,emotion,What emotion does the person in the video express?,Slowly,Calmly,Hurriedly,Naturally,B,user2
training_2793,HAU,HAU/user2/7-1-3,emotion,What emotion does the person in the video express?,Firmly,Slowly,Calmly,Hurriedly,D,user2
training_2794,HAU,HAU/user2/7-2-1,emotion,What emotion does the person in the video express?,Eagerly,Hurriedly,quickly,Gently,D,user2
training_2795,HAU,HAU/user2/7-2-2,emotion,What emotion does the person in the video express?,Gently,Hurriedly,quickly,Rapidly,C,user2
training_2796,HAU,HAU/user2/7-2-3,emotion,What emotion does the person in the video express?,quickly,Frantically,Gently,Hurriedly,D,user2
training_2797,HAU,HAU/user2/7-3-1,emotion,What emotion does the person in the video express?,Hurriedly,Quickly,Gently,Slowly,D,user2
training_2798,HAU,HAU/user2/7-3-2,emotion,What emotion does the person in the video express?,Rapidly,Quickly,Slowly,Hurriedly,B,user2
training_2799,HAU,HAU/user2/7-3-3,emotion,What emotion does the person in the video express?,Slowly,Quickly,Hurriedly,Thoroughly,C,user2
training_2836,HAU,HAU/user4/1-1-1,emotion,What emotion does the person in the video express?,Slowly,Rapidly,Hurriedly,Steadily,A,user4
training_2837,HAU,HAU/user4/1-1-2,emotion,What emotion does the person in the video express?,Slowly,Steadily,Confidently,Rapidly,B,user4
training_2838,HAU,HAU/user4/1-1-3,emotion,What emotion does the person in the video express?,Rapidly,Steadily,Quickly,Slowly,A,user4
training_2839,HAU,HAU/user4/1-2-1,emotion,What emotion does the person in the video express?,Neatly,Calmly,Patiently,Frantically,C,user4
training_2840,HAU,HAU/user4/1-2-2,emotion,What emotion does the person in the video express?,Calmly,Frantically,Patiently,Attentively,A,user4
training_2841,HAU,HAU/user4/1-2-3,emotion,What emotion does the person in the video express?,Hurriedly,Frantically,Patiently,Calmly,B,user4
training_2842,HAU,HAU/user4/2-1-1,emotion,What emotion does the person in the video express?,Carefully,Calmly,Relaxedly,Hastily,A,user4
training_2843,HAU,HAU/user4/2-1-2,emotion,What emotion does the person in the video express?,Carefully,Calmly,Attentively,Hastily,B,user4
training_2844,HAU,HAU/user4/2-1-3,emotion,What emotion does the person in the video express?,Hastily,Calmly,Seriously,Carefully,A,user4
training_2845,HAU,HAU/user4/2-2-1,emotion,What emotion does the person in the video express?,Diligently,Slowly,Rapidly,Soothingly,B,user4
training_2846,HAU,HAU/user4/2-2-2,emotion,What emotion does the person in the video express?,Slowly,Diligently,Rapidly,Gently,B,user4
training_2847,HAU,HAU/user4/2-2-3,emotion,What emotion does the person in the video express?,Slowly,Rapidly,Diligently,Gracefully,B,user4
training_2848,HAU,HAU/user4/3-2-1,emotion,What emotion does the person in the video express?,Leisurely,Steadily,Lazily,Urgently,A,user4
training_2849,HAU,HAU/user4/3-2-2,emotion,What emotion does the person in the video express?,Leisurely,Hastily,Steadily,Urgently,C,user4
training_2850,HAU,HAU/user4/3-2-3,emotion,What emotion does the person in the video express?,Leisurely,Urgently,Tensely,Steadily,B,user4
training_2851,HAU,HAU/user4/4-1-1,emotion,What emotion does the person in the video express?,Anxiously,Attentively,Firmly,Gently,D,user4
training_2852,HAU,HAU/user4/4-1-2,emotion,What emotion does the person in the video express?,Gently,Joyfully,Anxiously,Attentively,D,user4
training_2853,HAU,HAU/user4/4-1-3,emotion,What emotion does the person in the video express?,Smoothly,Gently,Anxiously,Attentively,C,user4
training_2854,HAU,HAU/user4/4-2-1,emotion,What emotion does the person in the video express?,Hurriedly,Steadily,Softly,Gently,D,user4
training_2855,HAU,HAU/user4/4-2-2,emotion,What emotion does the person in the video express?,Steadily,Hurriedly,Gently,Gracefully,A,user4
training_2856,HAU,HAU/user4/4-2-3,emotion,What emotion does the person in the video express?,Lightly,Gently,Hurriedly,Steadily,C,user4
training_2857,HAU,HAU/user4/5-1-1,emotion,What emotion does the person in the video express?,Calmly,Carefully,Quickly,Leisurely,A,user4
training_2858,HAU,HAU/user4/5-1-2,emotion,What emotion does the person in the video express?,Calmly,Leisurely,Precisely,Quickly,B,user4
training_2859,HAU,HAU/user4/5-1-3,emotion,What emotion does the person in the video express?,Lazily,Quickly,Calmly,Leisurely,B,user4
training_2860,HAU,HAU/user4/5-2-1,emotion,What emotion does the person in the video express?,Steadily,Hastily,Quickly,Leisurely,A,user4
training_2861,HAU,HAU/user4/5-2-2,emotion,What emotion does the person in the video express?,Steadily,Quietly,Leisurely,Quickly,C,user4
training_2862,HAU,HAU/user4/5-2-3,emotion,What emotion does the person in the video express?,Steadily,Carefully,Quickly,Leisurely,C,user4
training_2863,HAU,HAU/user4/6-1-1,emotion,What emotion does the person in the video express?,Hurriedly,Precisely,Relaxedly,Smoothly,C,user4
training_2864,HAU,HAU/user4/6-1-2,emotion,What emotion does the person in the video express?,Relaxedly,Hurriedly,Soothingly,Smoothly,D,user4
training_2865,HAU,HAU/user4/6-1-3,emotion,What emotion does the person in the video express?,Smoothly,Relaxedly,Hurriedly,Deliberately,C,user4
training_2866,HAU,HAU/user4/7-1-1,emotion,What emotion does the person in the video express?,Cautiously,Firmly,Hastily,Smoothly,A,user4
training_2867,HAU,HAU/user4/7-1-2,emotion,What emotion does the person in the video express?,Confidently,Smoothly,Cautiously,Hastily,B,user4
training_2868,HAU,HAU/user4/7-1-3,emotion,What emotion does the person in the video express?,Smoothly,Impatiently,Cautiously,Hastily,D,user4
training_2869,HAU,HAU/user4/7-2-1,emotion,What emotion does the person in the video express?,Hurriedly,Leisurely,Calmly,Slowly,D,user4
training_2870,HAU,HAU/user4/7-2-2,emotion,What emotion does the person in the video express?,Hurriedly,Slowly,Confidently,Calmly,D,user4
training_2871,HAU,HAU/user4/7-2-3,emotion,What emotion does the person in the video express?,Calmly,Briskly,Hurriedly,Slowly,C,user4
training_2872,HAU,HAU/user5/1-1-1,emotion,What emotion does the person in the video express?,Anxiously,Carefully,Gently,Hastily,C,user5
training_2873,HAU,HAU/user5/1-1-2,emotion,What emotion does the person in the video express?,Carefully,Hastily,Gently,Comfortably,A,user5
training_2874,HAU,HAU/user5/1-1-3,emotion,What emotion does the person in the video express?,Smoothly,Hastily,Carefully,Gently,B,user5
training_2875,HAU,HAU/user5/1-2-1,emotion,What emotion does the person in the video express?,Lazily,Briskly,Leisurely,Steadily,C,user5
training_2876,HAU,HAU/user5/1-2-2,emotion,What emotion does the person in the video express?,Briskly,Unhurriedly,Leisurely,Steadily,D,user5
training_2877,HAU,HAU/user5/1-2-3,emotion,What emotion does the person in the video express?,Leisurely,Steadily,Meticulously,Briskly,D,user5
training_2878,HAU,HAU/user5/2-1-1,emotion,What emotion does the person in the video express?,Leisurely,Calmly,Hurriedly,Soothingly,A,user5
training_2879,HAU,HAU/user5/2-1-2,emotion,What emotion does the person in the video express?,Calmly,Leisurely,Hurriedly,Lightly,A,user5
training_2880,HAU,HAU/user5/2-1-3,emotion,What emotion does the person in the video express?,Hurriedly,Calmly,Leisurely,Naturally,A,user5
training_2881,HAU,HAU/user5/3-1-1,emotion,What emotion does the person in the video express?,Intently,Precisely,Slowly,Quickly,A,user5
training_2882,HAU,HAU/user5/3-1-2,emotion,What emotion does the person in the video express?,Quickly,Slowly,Hastily,Intently,B,user5
training_2883,HAU,HAU/user5/3-1-3,emotion,What emotion does the person in the video express?,Intently,Quickly,Peacefully,Slowly,B,user5
training_2884,HAU,HAU/user5/3-2-1,emotion,What emotion does the person in the video express?,Slowly,Swiftly,Forcefully,Hurriedly,A,user5
training_2885,HAU,HAU/user5/3-2-2,emotion,What emotion does the person in the video express?,Hurriedly,Swiftly,Seriously,Slowly,B,user5
training_2886,HAU,HAU/user5/3-2-3,emotion,What emotion does the person in the video express?,Swiftly,Slowly,Gently,Hurriedly,D,user5
training_2887,HAU,HAU/user5/4-1-1,emotion,What emotion does the person in the video express?,Leisurely,Forcefully,Hurriedly,Calmly,A,user5
training_2888,HAU,HAU/user5/4-1-2,emotion,What emotion does the person in the video express?,Contently,Leisurely,Calmly,Hurriedly,C,user5
training_2889,HAU,HAU/user5/4-1-3,emotion,What emotion does the person in the video express?,Deliberately,Calmly,Hurriedly,Leisurely,C,user5
training_2890,HAU,HAU/user5/4-2-1,emotion,What emotion does the person in the video express?,Hastily,Evenly,Seriously,Slowly,D,user5
training_2891,HAU,HAU/user5/4-2-2,emotion,What emotion does the person in the video express?,Absentmindedly,Slowly,Hastily,Evenly,D,user5
training_2892,HAU,HAU/user5/4-2-3,emotion,What emotion does the person in the video express?,Evenly,Patiently,Slowly,Hastily,D,user5
training_2893,HAU,HAU/user5/4-3-1,emotion,What emotion does the person in the video express?,Hastily,Quietly,Calmly,Firmly,B,user5
training_2894,HAU,HAU/user5/4-3-2,emotion,What emotion does the person in the video express?,Quietly,Calmly,Frantically,Hastily,B,user5
training_2895,HAU,HAU/user5/4-3-3,emotion,What emotion does the person in the video express?,Calmly,Hastily,Quietly,Precisely,B,user5
training_2896,HAU,HAU/user5/5-1-1,emotion,What emotion does the person in the video express?,Hastily,Firmly,Hurriedly,Meticulously,D,user5
training_2897,HAU,HAU/user5/5-1-2,emotion,What emotion does the person in the video express?,Meticulously,Firmly,Hurriedly,Anxiously,B,user5
training_2898,HAU,HAU/user5/5-1-3,emotion,What emotion does the person in the video express?,Firmly,Hurriedly,Meticulously,Gently,B,user5
training_2899,HAU,HAU/user5/5-2-1,emotion,What emotion does the person in the video express?,Steadily,Slowly,Attentively,Quickly,B,user5
training_2900,HAU,HAU/user5/5-2-2,emotion,What emotion does the person in the video express?,Quickly,Slowly,Steadily,Unhurriedly,C,user5
training_2901,HAU,HAU/user5/5-2-3,emotion,What emotion does the person in the video express?,Seriously,Slowly,Quickly,Steadily,C,user5
training_2902,HAU,HAU/user5/6-1-1,emotion,What emotion does the person in the video express?,Softly,Slowly,Orderly,Hastily,B,user5
training_2903,HAU,HAU/user5/6-1-2,emotion,What emotion does the person in the video express?,Contently,Orderly,Slowly,Hastily,B,user5
training_2904,HAU,HAU/user5/6-1-3,emotion,What emotion does the person in the video express?,Hastily,Gracefully,Orderly,Slowly,A,user5
training_2905,HAU,HAU/user5/6-2-1,emotion,What emotion does the person in the video express?,Slowly,Urgently,Relaxedly,Steadily,A,user5
training_2906,HAU,HAU/user5/6-2-2,emotion,What emotion does the person in the video express?,Slowly,Urgently,Neatly,Steadily,D,user5
training_2907,HAU,HAU/user5/6-2-3,emotion,What emotion does the person in the video express?,Urgently,Restlessly,Steadily,Slowly,A,user5
training_2908,HAU,HAU/user5/7-1-1,emotion,What emotion does the person in the video express?,Restlessly,Calmly,Anxiously,Gently,D,user5
training_2909,HAU,HAU/user5/7-1-2,emotion,What emotion does the person in the video express?,Lazily,Anxiously,Calmly,Gently,C,user5
training_2910,HAU,HAU/user5/7-1-3,emotion,What emotion does the person in the video express?,Gently,Anxiously,Leisurely,Calmly,B,user5
training_2911,HAU,HAU/user5/7-2-1,emotion,What emotion does the person in the video express?,Slowly,Briskly,Quickly,Hurriedly,A,user5
training_2912,HAU,HAU/user5/7-2-2,emotion,What emotion does the person in the video express?,Quickly,Methodically,Hurriedly,Slowly,A,user5
training_2913,HAU,HAU/user5/7-2-3,emotion,What emotion does the person in the video express?,Slowly,Naturally,Hurriedly,Quickly,C,user5
training_2914,HAU,HAU/user6/1-1-1,emotion,What emotion does the person in the video express?,Hurriedly,Calmly,Eagerly,Softly,D,user6
training_2915,HAU,HAU/user6/1-1-2,emotion,What emotion does the person in the video express?,Carefully,Hurriedly,Calmly,Softly,C,user6
training_2916,HAU,HAU/user6/1-1-3,emotion,What emotion does the person in the video express?,Hurriedly,Calmly,Softly,Firmly,A,user6
training_2917,HAU,HAU/user6/1-2-1,emotion,What emotion does the person in the video express?,Patiently,Slowly,Peacefully,Hurriedly,B,user6
training_2918,HAU,HAU/user6/1-2-2,emotion,What emotion does the person in the video express?,Neatly,Hurriedly,Slowly,Peacefully,D,user6
training_2919,HAU,HAU/user6/1-2-3,emotion,What emotion does the person in the video express?,Hurriedly,Slowly,Peacefully,Attentively,A,user6
training_2920,HAU,HAU/user6/2-1-1,emotion,What emotion does the person in the video express?,Quickly,Calmly,Neatly,Leisurely,D,user6
training_2921,HAU,HAU/user6/2-1-2,emotion,What emotion does the person in the video express?,Quickly,Leisurely,Calmly,Precisely,C,user6
training_2922,HAU,HAU/user6/2-1-3,emotion,What emotion does the person in the video express?,Calmly,Leisurely,Quickly,Frantically,C,user6
training_2923,HAU,HAU/user6/2-2-1,emotion,What emotion does the person in the video express?,Steadily,Slowly,Hastily,Seriously,B,user6
training_2924,HAU,HAU/user6/2-2-2,emotion,What emotion does the person in the video express?,Hastily,Seriously,Smoothly,Slowly,B,user6
training_2925,HAU,HAU/user6/2-2-3,emotion,What emotion does the person in the video express?,Slowly,Hastily,Seriously,Unhurriedly,B,user6
training_2926,HAU,HAU/user6/2-3-1,emotion,What emotion does the person in the video express?,Hurriedly,Calmly,Patiently,Evenly,C,user6
training_2927,HAU,HAU/user6/2-3-2,emotion,What emotion does the person in the video express?,Hurriedly,Patiently,Calmly,Leisurely,C,user6
training_2928,HAU,HAU/user6/2-3-3,emotion,What emotion does the person in the video express?,Patiently,Calmly,Hurriedly,Gently,C,user6
training_2929,HAU,HAU/user6/3-1-1,emotion,What emotion does the person in the video express?,Meticulously,Orderly,Leisurely,Frantically,C,user6
training_2930,HAU,HAU/user6/3-1-2,emotion,What emotion does the person in the video express?,Eagerly,Orderly,Leisurely,Frantically,B,user6
training_2931,HAU,HAU/user6/3-1-3,emotion,What emotion does the person in the video express?,Frantically,Confidently,Leisurely,Orderly,A,user6
training_2932,HAU,HAU/user6/3-2-1,emotion,What emotion does the person in the video express?,Patiently,Nervously,Anxiously,Attentively,A,user6
training_2933,HAU,HAU/user6/3-2-2,emotion,What emotion does the person in the video express?,Joyfully,Attentively,Patiently,Nervously,B,user6
training_2934,HAU,HAU/user6/3-2-3,emotion,What emotion does the person in the video express?,Nervously,Attentively,Patiently,Orderly,A,user6
training_2935,HAU,HAU/user6/3-3-1,emotion,What emotion does the person in the video express?,Meticulously,Carefully,Gently,Quickly,B,user6
training_2936,HAU,HAU/user6/3-3-2,emotion,What emotion does the person in the video express?,Quickly,Meticulously,Carefully,Frantically,B,user6
training_2937,HAU,HAU/user6/3-3-3,emotion,What emotion does the person in the video express?,Quickly,Carefully,Contently,Meticulously,A,user6
training_2938,HAU,HAU/user6/4-1-1,emotion,What emotion does the person in the video express?,Leisurely,Casually,Calmly,Anxiously,A,user6
training_2939,HAU,HAU/user6/4-1-2,emotion,What emotion does the person in the video express?,Leisurely,Anxiously,Calmly,Absentmindedly,C,user6
training_2940,HAU,HAU/user6/4-1-3,emotion,What emotion does the person in the video express?,Leisurely,Urgently,Anxiously,Calmly,C,user6
training_2941,HAU,HAU/user6/5-1-1,emotion,What emotion does the person in the video express?,Lazily,Impatiently,Precisely,Quietly,A,user6
training_2942,HAU,HAU/user6/5-1-2,emotion,What emotion does the person in the video express?,Precisely,Lazily,Impatiently,Quietly,D,user6
training_2943,HAU,HAU/user6/5-1-3,emotion,What emotion does the person in the video express?,Anxiously,Lazily,Quietly,Impatiently,D,user6
training_2944,HAU,HAU/user6/5-2-1,emotion,What emotion does the person in the video express?,Steadily,Quickly,Orderly,Slowly,D,user6
training_2945,HAU,HAU/user6/5-2-2,emotion,What emotion does the person in the video express?,Eagerly,Steadily,Quickly,Slowly,B,user6
training_2946,HAU,HAU/user6/5-2-3,emotion,What emotion does the person in the video express?,Quickly,Steadily,Seriously,Slowly,A,user6
training_2947,HAU,HAU/user6/5-3-1,emotion,What emotion does the person in the video express?,Slowly,Hastily,Carefully,Calmly,A,user6
training_2948,HAU,HAU/user6/5-3-2,emotion,What emotion does the person in the video express?,Hastily,Slowly,Calmly,Forcefully,C,user6
training_2949,HAU,HAU/user6/5-3-3,emotion,What emotion does the person in the video express?,Hastily,Thoroughly,Calmly,Slowly,A,user6
training_2950,HAU,HAU/user6/6-1-1,emotion,What emotion does the person in the video express?,Leisurely,Quickly,Steadily,Softly,A,user6
training_2951,HAU,HAU/user6/6-1-2,emotion,What emotion does the person in the video express?,Quickly,Steadily,Leisurely,Nervously,A,user6
training_2952,HAU,HAU/user6/6-1-3,emotion,What emotion does the person in the video express?,Steadily,Leisurely,Nervously,Quickly,A,user6
training_2953,HAU,HAU/user6/6-2-1,emotion,What emotion does the person in the video express?,Impatiently,Casually,Orderly,Softly,B,user6
training_2954,HAU,HAU/user6/6-2-2,emotion,What emotion does the person in the video express?,Orderly,Casually,Impatiently,Thoroughly,C,user6
