split,fold,block_id,block_indices,block_paths,block_size,block_regime,block_n_questions,block_universe_size,block_free_size,block_forced_actions,block_intersection_size,block_conformance,true_session_ids,true_block_pure,true_block_size,candidate_count,enumeration_status,selected_pool,selected_pool_cardinality,selected_pool_score,production_selected_pool,production_pool_match
oof,4,f4b027,"[159,160]","[""HAU/user23/5-3-2"",""HAU/user23/5-3-3""]",2,pair,7,21,17,Drinking||Lunges||Playing games||Walking,3,1,[27],1,2,812,enumerated,Drinking||Lunges||Playing games||Pouring||Standing up||Stirring||Walking,7,57.02784460715441,Drinking||Lunges||Playing games||Pouring||Standing up||Stirring||Walking,1
oof,4,f4b028,"[161,162]","[""HAU/user23/6-1-1"",""HAU/user23/6-1-2""]",2,pair,6,15,15,,3,1,[28],1,2,152,enumerated,Running||Standing up||Stretching,3,75.76853348583475,Running||Standing up||Stretching,1
oof,4,f4b029,"[163,164]","[""HAU/user2/3-1-2"",""HAU/user2/3-1-3""]",2,pair,6,16,16,,3,1,[29],1,2,219,enumerated,Mopping||Sweeping,2,94.212793638981,Mopping||Sweeping,1
oof,4,f4b030,"[165,166]","[""HAU/user2/1-1-2"",""HAU/user2/1-1-3""]",2,pair,4,12,12,,3,1,[30],1,2,242,enumerated,Folding clothes,1,66.42626870845447,Folding clothes,1
oof,4,f4b031,"[167,168,169]","[""HAU/user2/4-1-1"",""HAU/user2/4-1-2"",""HAU/user2/4-1-3""]",3,triple,12,22,18,Calling||Using a phone||Walking||Writing,3,1,[31],1,3,48,enumerated,Calling||Standing up||Using a phone||Walking||Writing,5,99.2296726691021,Calling||Standing up||Using a phone||Walking||Writing,1
oof,4,f4b032,"[170,171,172]","[""HAU/user19/7-2-1"",""HAU/user19/7-2-2"",""HAU/user19/7-2-3""]",3,triple,12,28,22,Drinking||Eating||Mopping||Sweeping||Walking||Wiping surface,3,1,[32],1,3,256,enumerated,Drinking||Eating||Mopping||Pouring||Stirring||Sweeping||Walking||Wiping surface,8,121.5333814591167,Drinking||Eating||Mopping||Pouring||Stirring||Sweeping||Walking||Wiping surface,1
oof,4,f4b033,"[173,174]","[""HAU/user19/2-2-1"",""HAU/user19/2-2-2""]",2,pair,6,14,14,,3,1,[33],1,2,45,enumerated,Jumping jacks||Squats||Walking,3,80.58143130280318,Jumping jacks||Squats||Walking,1
oof,4,f4b034,"[175,176,177]","[""HAU/user23/3-2-1"",""HAU/user23/3-2-2"",""HAU/user23/3-2-3""]",3,triple,12,22,17,Running||Sitting down||Sweeping||Taking a selfie||Walking,3,1,[34],1,3,24,enumerated,Running||Sitting down||Sweeping||Taking a selfie||Walking,5,97.91262900211365,Running||Sitting down||Sweeping||Taking a selfie||Walking,1
oof,4,f4b035,"[178,179,180]","[""HAU/user2/2-2-1"",""HAU/user2/2-2-2"",""HAU/user2/2-2-3""]",3,triple,12,29,21,Checking body temperature||Drinking||Eating||Massaging oneself||Sitting down||Squats||Stretching||Wiping hands,3,1,[35],1,3,168,enumerated,Checking body temperature||Drinking||Eating||Grabbing utensils||Massaging oneself||Sitting down||Squats||Stretching||Walking||Wiping hands,10,91.01515016638106,Checking body temperature||Drinking||Eating||Grabbing utensils||Massaging oneself||Sitting down||Squats||Stretching||Walking||Wiping hands,1
oof,4,f4b036,"[181,182]","[""HAU/user19/2-3-1"",""HAU/user19/2-3-2""]",2,pair,6,15,15,,3,1,[36],1,2,142,enumerated,Peeling fruit||Walking,2,90.0,Peeling fruit||Walking,1
oof,4,f4b037,"[183,184]","[""HAU/user23/2-2-2"",""HAU/user23/2-2-3""]",2,pair,6,18,18,,3,1,[37],1,2,827,enumerated,Combing hair||Massaging oneself||Walking,3,91.96702100861005,Combing hair||Massaging oneself||Walking,1
oof,4,f4b038,"[185,186,187]","[""HAU/user19/1-2-1"",""HAU/user19/1-2-2"",""HAU/user19/1-2-3""]",3,triple,12,22,18,Listening to the music with headphones||Sitting down||Typing on a keyboard||Walking,3,1,[38],1,3,48,enumerated,Listening to the music with headphones||Sitting down||Typing on a keyboard||Walking,4,106.12350415799574,Listening to the music with headphones||Sitting down||Typing on a keyboard||Walking,1
oof,4,f4b039,"[188,189]","[""HAU/user2/3-2-2"",""HAU/user2/3-2-3""]",2,pair,6,17,17,,2,1,[39],1,2,404,enumerated,Reading||Sitting down||Turning a page||Walking,4,94.29541838688539,Reading||Sitting down||Turning a page||Walking,1
oof,4,f4b040,"[190,191,192]","[""HAU/user2/5-1-1"",""HAU/user2/5-1-2"",""HAU/user2/5-1-3""]",3,triple,9,18,18,,3,1,[40],1,3,84,enumerated,Jumping jacks||Running||Squats,3,108.0,Jumping jacks||Running||Squats,1
oof,4,f4b041,"[193,194,195]","[""HAU/user23/7-2-1"",""HAU/user23/7-2-2"",""HAU/user23/7-2-3""]",3,triple,9,23,23,,3,1,[41],1,3,1,unsat_fallback,Checking body temperature||Taking medicine,2,133.1875757169305,Checking body temperature||Taking medicine,1
oof,4,f4b042,"[196,197]","[""HAU/user23/4-2-1"",""HAU/user23/4-2-2""]",2,pair,6,17,17,,3,1,[42],1,2,351,enumerated,Calling||Taking a selfie||Walking,3,88.31966131775894,Calling||Taking a selfie||Walking,1
oof,4,f4b043,"[198,199,200]","[""HAU/user19/4-1-1"",""HAU/user19/4-1-2"",""HAU/user19/4-1-3""]",3,triple,9,23,23,,3,1,[43],1,3,1,unsat_fallback,Checking the time||Reading||Typing on a keyboard,3,128.00925379847217,Checking the time||Reading||Typing on a keyboard,1
oof,4,f4b044,"[201,202]","[""HAU/user23/5-2-2"",""HAU/user23/5-2-3""]",2,pair,6,16,16,,3,1,[44],1,2,180,enumerated,Getting dressed||Undressing,2,84.6397149204735,Getting dressed||Undressing,1
oof,4,f4b045,"[203,204]","[""HAU/user23/2-3-1"",""HAU/user23/2-3-2""]",2,pair,6,15,15,,3,1,[45],1,2,84,enumerated,Eating||Stirring||Walking,3,81.84411870013561,Eating||Stirring||Walking,1
oof,4,f4b046,"[205,206,207]","[""HAU/user19/2-1-1"",""HAU/user19/2-1-2"",""HAU/user19/2-1-3""]",3,triple,9,20,20,,3,1,[46],1,3,296,enumerated,Grabbing utensils||Pouring||Stirring,3,109.72175310828632,Grabbing utensils||Pouring||Stirring,1
oof,4,f4b047,"[208,209,210]","[""HAU/user23/5-1-1"",""HAU/user23/5-1-2"",""HAU/user23/5-1-3""]",3,triple,9,18,18,,3,1,[47],1,3,36,enumerated,Listening to the music with headphones||Playing games,2,100.89607055873569,Listening to the music with headphones||Playing games,1
oof,4,f4b048,"[211,212,213]","[""HAU/user19/1-1-1"",""HAU/user19/1-1-2"",""HAU/user19/1-1-3""]",3,triple,12,22,17,Brushing teeth||Combing hair||Getting dressed||Stretching||Wiping hands,3,1,[48],1,3,48,enumerated,Brushing teeth||Combing hair||Getting dressed||Stretching||Wiping hands,5,97.25437093390829,Brushing teeth||Combing hair||Getting dressed||Stretching||Wiping hands,1
oof,4,f4b049,"[214,215]","[""HAU/user23/2-1-2"",""HAU/user23/2-1-3""]",2,pair,6,14,14,,3,1,[49],1,2,46,enumerated,Grabbing utensils||Peeling fruit,2,79.15673442093919,Grabbing utensils||Peeling fruit,1
oof,4,f4b050,"[216,217]","[""HAU/user2/6-1-1"",""HAU/user2/6-1-2""]",2,pair,8,20,14,Listening to the music with headphones||Pouring||Running||Sitting down||Stretching||Using a phone,2,1,[50],1,2,264,enumerated,Jumping jacks||Listening to the music with headphones||Pouring||Running||Sitting down||Stretching||Using a phone,7,64.91717553411604,Jumping jacks||Listening to the music with headphones||Pouring||Running||Sitting down||Stretching||Using a phone,1
